idade;evasao;genero_id;estado_civil_id;formacao_id;departamento_id;faixa_salarial_id;cargo_id;tempo_trabalho;quantidade_empresas_trabalhou;quantidade_anos_trabalhados_anteriormente;faculdade_id;aumento_percentual_do_salario;distancia_de_casa;anos_com_o_atual_gestor;anos_na_empresa;cpf
50;Não;1;2;0;0;27;3;11;3;22;0;18;24;5;12;54203697227
38;Não;1;2;1;0;5;1;1;0;3;3;17;10;2;2;46182030024
46;Não;1;1;1;0;21;3;7;6;13;2;13;7;7;8;90405112091
24;Não;0;1;1;0;8;3;2;1;5;3;15;17;2;4;35925865176
35;Sim;1;1;4;0;7;2;2;1;5;1;24;14;2;4;78069901628
31;Não;0;2;0;0;8;3;3;1;4;3;12;1;3;4;24418427883
18;Não;1;0;0;0;2;1;0;1;0;2;15;5;0;0;33586548987
54;Não;0;2;3;0;21;3;7;8;22;0;11;17;8;10;78377055794
35;Não;0;1;1;0;20;4;10;1;16;1;11;25;1;16;67686728998
30;Não;0;2;0;0;22;7;7;0;9;2;12;8;7;8;87998412315
20;Sim;0;0;1;0;5;1;0;1;1;0;15;11;0;1;67434761456
30;Sim;0;0;1;0;4;2;2;0;4;0;17;5;2;3;17497509281
26;Não;1;2;1;0;10;3;7;1;8;2;12;2;3;8;15700926808
22;Não;1;2;0;0;4;2;3;1;4;3;15;8;1;4;33687651425
48;Não;1;0;0;0;8;4;2;2;19;0;13;6;2;2;10016014010
48;Não;1;0;0;0;21;4;11;7;27;1;14;4;8;15;96408121512
41;Não;0;0;1;0;10;3;2;6;8;2;14;7;1;2;37342401045
39;Não;0;2;0;0;25;3;6;1;21;3;16;1;8;21;89435736099
27;Não;0;2;0;0;8;3;2;0;4;1;18;2;2;3;8615176137
35;Não;1;1;4;0;7;2;2;1;3;0;20;10;2;3;8885714420
42;Não;1;2;2;1;30;5;0;6;21;2;13;5;0;1;84559164730
50;Não;1;2;0;0;4;2;0;4;8;0;18;9;0;1;56416135556
59;Não;0;0;0;0;27;3;3;3;30;0;13;2;3;5;28114630016
37;Sim;0;2;1;0;9;4;0;5;15;2;15;11;0;1;63603885157
55;Não;1;2;1;0;12;4;7;3;17;1;14;18;7;8;89514182854
41;Não;0;1;0;0;30;7;16;1;21;3;22;7;10;21;18839659784
38;Não;1;0;0;1;13;0;0;8;19;1;12;3;0;1;17503330135
26;Sim;1;0;1;1;9;0;2;8;7;2;18;29;2;2;25895225988
52;Sim;0;2;2;1;30;5;14;1;33;3;15;2;9;32;44393859315
44;Não;0;2;1;1;26;0;11;3;23;0;18;28;11;12;98318555817
50;Não;0;2;0;1;12;0;7;0;19;0;12;1;13;18;92771713654
36;Sim;0;0;0;0;5;2;13;1;18;1;16;16;14;17;37987591669
39;Não;0;0;1;0;21;3;6;1;21;0;13;22;8;21;91465726771
33;Não;0;0;0;1;4;6;2;0;3;3;19;8;2;2;22902201781
45;Não;0;2;0;1;30;5;3;3;26;2;13;11;1;9;63671003016
32;Não;0;0;1;0;8;2;7;9;10;1;12;29;7;8;14747442412
34;Não;1;1;2;1;19;0;1;0;16;1;11;1;9;15;40384702379
59;Não;1;2;3;1;23;5;4;3;14;2;14;1;4;6;9565662097
45;Não;1;0;1;2;4;8;3;1;6;1;16;24;4;6;76815806354
53;Não;0;2;2;1;15;0;7;2;30;0;12;2;12;15;9463837746
36;Sim;1;1;4;0;9;2;0;7;9;0;14;15;0;1;13220048263
26;Sim;1;2;0;0;4;1;2;6;6;0;14;2;2;3;29294581138
34;Não;0;2;0;1;4;6;1;1;1;1;19;10;0;1;5753081606
28;Não;1;2;1;1;2;6;0;1;1;3;22;10;0;1;60275906201
38;Não;1;2;4;0;5;1;2;3;8;1;16;3;2;2;69145325763
50;Não;1;2;1;0;30;7;1;2;29;1;11;2;7;8;22625281951
37;Não;0;0;4;0;8;4;3;3;8;0;15;3;1;4;37632469799
40;Não;1;2;2;1;16;0;7;1;8;0;14;26;5;7;73315473009
26;Não;0;1;1;0;4;1;3;1;5;3;13;1;3;5;80047265645
46;Não;1;1;1;0;30;7;2;9;23;1;17;1;2;2;24804620559
54;Não;0;2;0;1;21;0;4;6;13;1;11;2;0;9;8444497034
56;Não;0;2;1;0;5;1;4;2;18;0;19;9;3;5;3240631332
36;Não;0;0;1;0;17;3;8;0;15;4;11;12;8;14;98981557960
55;Não;1;0;1;0;30;5;7;7;31;3;15;2;2;9;16953004425
43;Não;1;1;1;1;21;0;0;5;18;0;13;25;0;1;50511195660
20;Sim;0;0;2;1;4;6;2;1;2;0;14;9;2;2;7793360999
21;Sim;0;0;0;0;2;2;0;1;1;0;13;10;0;1;15859998452
46;Não;0;1;0;0;9;1;13;8;19;1;23;8;7;16;67077636036
51;Sim;1;2;0;0;4;1;0;9;18;1;12;4;7;10;45735327026
28;Sim;1;0;3;0;17;4;7;1;10;2;12;24;9;10;26545247015
26;Não;1;2;1;0;7;2;3;1;6;2;16;1;3;5;44161621609
30;Não;1;2;4;0;19;3;2;0;7;0;15;20;2;6;611598693
41;Não;0;2;3;0;6;1;6;1;10;2;13;7;8;10;77364070953
38;Não;0;2;0;0;17;4;9;0;20;3;18;17;9;19;25682909856
40;Não;1;2;3;0;20;4;10;4;14;1;20;20;1;11;5167470839
27;Não;1;2;0;0;9;2;2;1;3;4;19;8;2;3;4031887258
55;Não;1;2;0;0;21;3;2;3;23;3;18;2;2;3;17650031544
28;Não;0;0;4;0;7;1;7;3;10;0;13;10;7;8;68355198238
44;Sim;1;2;1;2;20;8;6;9;24;2;14;1;6;20;19447924481
33;Não;1;1;0;0;14;4;2;4;9;0;15;5;2;3;25494903720
35;Sim;1;0;3;1;19;0;7;0;9;0;22;4;7;8;65521108398
33;Sim;0;0;1;0;9;1;7;1;14;1;22;29;8;13;35163120232
28;Não;1;1;0;0;4;2;2;1;4;2;16;15;2;4;39184362558
34;Não;1;0;0;0;15;4;2;0;7;3;17;3;4;6;60267587769
37;Não;0;1;0;1;13;0;0;2;8;1;14;10;0;1;48634085639
25;Sim;1;2;3;0;7;2;7;1;7;3;15;4;6;7;95752361194
26;Sim;1;1;1;0;4;2;1;1;1;0;20;21;0;1;24585436345
33;Sim;1;0;1;0;4;1;2;4;5;0;20;25;2;2;61446005288
42;Não;1;2;1;0;30;5;6;0;23;2;17;2;7;22;90737679629
28;Sim;1;1;1;0;5;2;0;1;1;0;15;1;0;1;46679854004
50;Sim;1;0;4;1;9;0;0;3;5;1;14;1;0;0;90169036961
33;Não;0;2;0;1;8;0;2;0;4;0;17;7;2;3;62633406333
34;Não;1;2;0;0;5;1;0;3;6;1;17;3;0;0;53927964080
48;Não;1;0;1;0;30;5;4;2;27;1;22;1;1;5;56484585193
45;Não;0;2;0;1;11;0;10;1;15;1;13;9;12;15;92638573916
52;Não;1;0;0;0;20;4;6;7;18;1;19;7;0;8;34408179065
38;Não;1;1;2;1;17;0;7;0;9;1;14;10;7;8;16458881025
29;Não;0;1;0;0;5;1;5;4;11;1;22;28;7;7;81666258116
28;Não;0;1;1;0;15;3;7;0;10;0;17;3;7;9;21461737959
46;Não;1;2;2;1;30;5;9;3;23;3;12;3;9;12;70812384642
38;Não;1;0;2;1;14;0;0;7;10;2;16;2;0;1;24761003217
43;Não;0;2;0;0;21;3;7;8;18;0;11;27;1;8;25033441827
39;Sim;1;1;0;0;24;4;7;7;21;0;11;2;5;18;65242227355
40;Não;1;0;1;0;30;7;7;1;21;0;14;14;9;20;95345717873
21;Não;0;0;3;0;4;1;2;1;2;3;11;1;2;2;93124810935
39;Não;1;0;0;0;13;2;4;9;9;0;15;9;3;5;11314417984
36;Não;1;0;0;0;15;3;9;2;18;1;20;18;9;11;4290448858
31;Não;1;2;0;1;5;6;2;0;3;0;12;20;2;2;85152997874
28;Não;1;2;0;0;6;1;3;0;6;3;17;2;4;5;48551261369
35;Não;1;1;2;1;9;0;2;1;5;2;11;11;2;5;31861215929
49;Não;1;2;3;1;26;0;8;6;22;1;17;8;3;9;97507922378
34;Não;1;0;0;0;8;3;2;2;5;2;11;2;2;3;94135181771
29;Não;0;1;0;0;6;1;5;0;8;0;14;10;1;7;56893032932
42;Não;1;0;1;0;8;2;0;4;16;0;19;29;0;1;1690977219
29;Não;1;2;1;0;10;3;7;1;10;3;15;8;2;10;26680581911
38;Não;1;2;5;2;5;8;6;1;7;0;13;1;0;7;78970098128
28;Não;1;1;0;0;5;1;1;1;3;0;14;6;2;3;15422082305
18;Sim;1;0;1;0;3;2;0;1;0;3;12;8;0;0;35594944301
33;Sim;0;0;2;1;16;0;2;0;6;1;17;9;3;5;25278970639
41;Não;1;2;0;0;9;2;0;3;6;1;11;12;0;1;55483449180
31;Sim;1;2;1;0;5;2;2;1;2;0;12;15;2;2;68774878779
37;Não;0;1;1;0;11;4;2;7;9;2;13;25;3;6;90743903040
27;Não;1;2;0;0;5;1;2;1;4;0;13;6;2;4;22822146716
34;Não;0;2;0;1;11;0;5;1;6;3;20;9;3;6;13214885044
35;Não;1;0;3;2;8;8;4;1;6;1;17;8;4;5;92148251273
29;Sim;0;2;0;1;14;0;8;1;11;3;13;23;10;11;48735640059
40;Não;0;0;1;0;26;7;7;9;20;1;17;9;13;18;46282958672
42;Sim;1;0;0;1;27;0;9;0;22;0;12;12;14;21;4210828585
42;Não;1;0;2;1;10;0;4;7;9;1;13;4;5;6;55420840220
35;Não;1;2;1;0;4;2;0;6;10;1;12;1;7;8;48533759543
24;Não;1;0;1;0;7;2;3;8;6;0;22;24;2;4;12946568505
28;Sim;0;2;0;0;5;2;1;1;1;3;11;12;0;1;92575122453
26;Não;1;2;1;0;8;2;7;1;8;1;22;3;7;8;78696751518
30;Não;1;2;2;1;13;0;3;1;10;0;18;10;4;10;51355045156
40;Não;0;2;1;0;8;1;1;3;16;2;13;26;0;1;7781166202
35;Não;1;1;0;0;20;3;7;2;15;0;18;2;4;7;45054244997
34;Não;1;0;1;0;10;4;9;0;14;0;20;1;9;13;38099819063
35;Não;1;2;4;0;4;2;2;1;2;1;13;4;2;2;59225782984
43;Sim;0;0;2;1;10;0;3;8;7;0;13;9;3;4;13733605002
32;Não;0;1;0;1;5;6;0;1;1;3;12;2;0;1;56679545129
56;Não;0;1;3;0;30;5;2;4;28;1;13;4;2;5;46211428515
29;Não;0;2;1;0;6;2;8;1;10;3;13;6;8;10;73801634741
19;Não;1;0;0;0;5;1;1;1;1;2;25;9;0;1;40545459001
45;Não;0;2;1;0;8;1;2;4;7;0;19;7;2;3;89457538108
37;Não;0;2;0;0;12;3;8;1;14;0;13;1;11;14;6123113454
20;Não;1;0;0;0;6;2;2;1;2;0;12;3;2;2;7028253299
44;Sim;1;0;0;0;5;1;4;1;6;1;11;10;2;6;65476155321
53;Não;0;1;1;0;30;5;7;3;26;2;18;7;7;7;79818524584
29;Não;0;2;0;0;4;1;4;0;6;3;18;15;3;5;49714260941
22;Sim;1;2;0;0;5;1;0;0;1;1;11;3;0;0;48079895762
46;Não;0;2;2;1;30;5;15;8;28;0;23;2;9;26;89506891099
44;Não;1;0;0;0;4;1;0;2;6;0;13;17;0;0;78601857794
33;Não;1;2;5;2;7;8;4;1;5;0;13;2;4;5;15765687740
41;Sim;1;1;0;0;4;1;0;6;5;2;17;5;0;1;81623009194
30;Não;1;1;0;1;8;0;3;8;8;1;19;29;3;4;45450733723
40;Não;1;2;1;1;8;0;0;5;5;1;12;2;0;0;15606869089
50;Não;0;2;1;0;30;5;2;2;32;0;22;2;2;2;21609189822
28;Não;1;2;1;0;6;2;5;1;6;1;12;19;3;6;24532773201
46;Não;1;2;0;0;30;7;2;5;25;2;11;15;3;4;23081471713
35;Não;1;2;0;1;17;0;7;3;15;1;15;17;7;7;79994769246
24;Sim;0;2;0;0;4;2;0;1;1;2;13;17;0;1;17564795323
33;Não;0;2;1;1;9;0;7;1;10;0;12;25;1;10;59015022918
36;Não;1;1;0;0;5;2;7;1;7;1;14;6;7;7;66477523739
30;Não;1;1;0;0;6;2;7;1;10;1;13;7;9;10;97471126360
44;Não;1;0;4;0;9;1;11;1;20;1;25;29;17;20;9895437661
20;Não;1;0;2;1;5;6;1;1;2;0;17;21;2;2;76998439425
46;Não;1;1;3;0;14;3;3;2;12;1;11;2;4;6;65269395214
42;Não;1;2;1;2;12;8;3;7;10;4;16;2;3;4;94882610489
60;Não;1;1;2;1;10;0;7;0;12;1;18;7;9;11;5420405606
32;Não;0;2;4;0;5;2;2;1;2;0;20;13;2;2;14731091995
32;Não;0;0;0;0;9;1;7;4;10;2;14;2;7;8;89099263109
36;Não;0;1;3;0;20;3;7;2;17;0;21;1;7;7;79135213895
33;Não;1;2;1;0;5;1;10;0;15;0;13;9;10;14;5101298371
40;Não;0;1;3;1;13;0;1;7;7;0;12;10;3;5;63970443919
25;Não;1;0;0;1;9;0;3;0;5;1;14;10;1;4;36501494903
30;Não;1;2;1;0;7;1;9;0;12;0;21;1;7;11;48815628490
42;Não;0;2;1;0;26;7;0;3;20;4;17;26;0;1;3777725144
35;Não;0;2;2;1;20;0;2;4;16;2;11;8;12;13;36883279725
27;Não;1;2;0;0;4;1;7;1;9;0;14;14;8;9;41576927824
54;Não;0;1;0;0;21;3;4;7;33;1;17;1;4;5;75766503176
44;Não;0;2;0;0;4;1;5;1;10;3;13;2;7;10;14663363458
19;Sim;0;0;1;0;3;1;1;1;1;0;25;10;0;1;70499896201
29;Não;0;1;0;0;7;1;2;1;3;0;15;1;2;3;86115842407
54;Não;1;2;0;0;30;7;9;3;36;0;14;3;9;10;74692169437
31;Não;1;2;1;0;13;4;5;1;6;2;12;11;1;6;81557666989
31;Não;0;0;1;0;13;4;9;1;10;0;19;24;8;10;9421002270
59;Não;0;0;0;1;10;0;1;5;13;0;17;3;5;6;95325242618
43;Não;1;2;0;0;30;7;7;3;25;0;14;3;7;8;98858605039
49;Não;1;2;1;0;30;5;0;2;23;2;13;4;0;1;73967693134
36;Não;1;2;3;0;7;1;10;1;12;0;12;3;7;11;81674809106
48;Não;1;0;3;0;5;2;0;5;7;2;11;2;0;1;69947749767
27;Não;1;1;0;0;5;1;3;1;5;2;11;4;3;5;22473367003
29;Não;1;1;0;0;13;4;0;1;6;0;11;7;0;6;27117187024
48;Não;1;0;0;0;30;7;0;6;25;0;12;1;0;1;76803747891
29;Não;0;1;0;0;30;7;7;3;9;0;14;1;7;7;70787727548
34;Não;0;2;3;0;5;1;0;0;2;0;17;20;0;1;47473334676
44;Não;1;2;2;1;30;5;9;7;26;0;11;5;10;22;23887955351
33;Não;1;1;2;1;16;0;8;0;10;4;14;10;8;9;94671052556
19;Não;0;0;0;0;5;1;0;1;1;0;12;25;1;1;55952606366
23;Não;1;2;0;0;2;1;0;1;1;2;22;1;1;1;54847996577
25;Sim;1;0;0;1;2;6;0;1;1;3;14;24;0;1;56617645986
26;Não;1;0;0;0;5;1;5;1;8;2;20;4;2;8;47664879780
45;Sim;0;0;2;1;30;5;10;2;26;0;16;2;11;24;56794694723
55;Não;1;1;1;0;27;4;9;1;34;3;15;8;0;33;46673263299
21;Sim;0;0;0;0;5;2;2;1;2;2;20;10;2;2;86248584467
46;Não;0;2;2;1;30;5;4;2;26;2;14;4;8;11;8984452763
34;Não;0;0;2;1;9;0;2;0;4;0;12;2;2;3;31006803503
51;Não;1;1;0;1;30;5;10;4;31;0;24;9;10;29;10267087875
59;Não;1;0;1;0;21;3;7;6;25;1;12;18;4;9;35247911930
34;Não;0;1;1;0;8;2;8;4;15;0;13;19;10;11;21237854188
28;Não;1;0;1;0;4;2;2;0;5;1;11;1;2;4;64091772020
44;Não;1;1;0;0;30;5;9;1;26;2;14;4;13;25;14782842506
34;Não;1;2;0;2;8;8;9;4;14;0;11;11;8;10;88350953474
35;Não;1;2;0;0;7;1;2;0;4;3;14;6;2;3;71722019436
42;Não;0;2;1;0;4;1;0;6;18;1;16;7;0;1;13319588495
43;Não;0;0;2;1;20;0;7;3;23;1;14;4;17;21;61903898558
36;Não;0;0;0;0;10;3;14;9;18;1;11;2;12;16;48361116238
44;Sim;0;2;1;0;15;4;7;1;10;0;11;15;5;10;55281969057
28;Não;1;2;0;0;7;2;2;1;2;0;12;2;2;2;4352314087
51;Não;0;0;1;0;5;2;0;0;8;2;14;6;7;7;83991191448
30;Não;0;0;1;0;9;3;4;7;10;2;18;9;7;8;82320355958
29;Sim;0;1;3;0;6;2;7;3;10;0;13;7;7;7;3614899181
28;Não;1;0;3;0;4;1;2;2;5;0;11;1;2;3;68530929641
25;Não;0;0;1;0;4;1;2;1;2;0;18;1;1;2;21848020662
32;Não;1;2;1;1;12;0;7;1;10;0;15;8;8;10;40424750029
45;Não;0;0;1;0;30;5;0;3;22;0;22;25;0;0;33983361793
39;Não;0;1;1;0;30;5;9;6;21;1;13;13;2;19;22033408626
58;Não;1;1;0;0;4;1;2;1;2;1;12;23;2;2;46805441685
32;Sim;1;2;0;0;9;2;4;1;10;2;18;7;1;10;24949498943
39;Sim;1;0;1;0;7;1;2;0;6;0;13;23;3;5;93960877926
30;Não;0;2;3;0;9;2;2;0;10;0;12;6;7;9;76976623650
36;Não;0;2;3;0;14;4;7;3;10;1;12;10;7;7;77233159405
46;Não;0;0;0;2;6;8;6;6;10;2;12;1;7;7;83716698570
28;Não;0;2;0;0;13;2;8;0;10;0;11;1;5;9;25931356031
50;Não;0;2;0;0;30;7;2;4;25;0;11;28;2;3;99239951899
40;Sim;1;0;2;1;18;0;4;2;9;1;12;25;0;5;75155064281
52;Sim;1;0;0;1;16;0;7;9;10;0;19;5;7;8;91281325482
30;Não;0;2;1;0;23;5;1;1;9;1;23;17;8;9;94645552201
39;Não;1;0;0;0;9;3;7;0;9;2;11;18;7;8;91252934158
31;Não;0;1;0;1;19;0;8;1;10;1;19;2;6;10;90299999784
41;Não;1;0;1;1;12;0;2;1;19;2;13;10;9;19;62231913708
31;Sim;0;0;0;1;4;6;2;1;3;0;11;1;2;3;73275842237
44;Sim;1;2;0;0;4;2;2;4;10;0;12;3;2;3;7169085754
42;Não;1;2;0;0;30;5;8;0;21;3;13;2;10;20;59187378062
55;Não;0;2;1;0;30;5;9;4;23;2;14;2;11;19;61672225575
56;Não;1;0;0;2;30;5;3;6;36;1;14;8;7;7;13399830137
40;Não;1;1;0;0;7;1;2;9;6;2;16;16;0;4;12383869233
34;Não;1;1;0;0;17;4;7;0;10;0;11;9;6;9;32906145507
40;Não;1;0;0;0;9;1;8;1;9;0;13;2;8;9;7043321247
41;Não;0;1;2;1;8;0;3;0;10;0;17;1;7;9;11309363849
35;Não;1;0;0;0;8;1;6;1;9;1;11;4;1;9;45102010338
51;Não;1;1;0;2;28;5;9;1;33;0;11;5;10;33;34429749401
38;Não;0;1;0;1;13;0;7;3;11;2;15;2;7;7;39639617069
34;Não;0;0;1;1;12;0;8;1;10;2;12;15;6;10;31597086136
25;Não;1;2;1;0;7;2;2;3;7;3;11;19;2;3;3008800775
58;Sim;0;2;1;0;20;3;9;7;31;1;14;7;9;10;22163210912
40;Não;1;2;0;0;4;2;2;3;7;1;22;1;3;4;25496551586
36;Não;0;2;2;1;9;0;7;2;17;0;16;7;13;15;56410913825
48;Não;1;0;0;0;15;3;9;1;11;0;11;4;8;10;94495201705
27;Não;0;2;1;1;5;6;0;8;5;0;14;11;0;1;53575800288
51;Não;0;0;3;0;26;3;2;3;29;2;16;11;3;5;80218550489
18;Não;0;0;0;0;3;2;0;1;0;0;15;1;0;0;99800232654
35;Não;0;2;1;0;10;2;7;0;10;0;12;1;0;9;53750693467
27;Não;1;0;0;1;10;0;2;3;8;3;20;2;0;6;9145602924
55;Sim;1;0;2;1;27;0;7;6;24;1;17;13;8;19;42472694035
56;Não;1;2;0;0;26;3;16;4;33;0;12;23;9;19;67600651974
34;Não;0;1;3;0;4;1;4;1;5;3;20;26;0;5;24086234827
40;Não;0;1;1;0;12;4;11;5;15;3;20;2;8;12;17459430338
34;Não;1;2;1;0;10;2;7;4;10;0;13;29;7;8;68498648246
31;Sim;0;0;0;1;5;6;0;7;3;0;14;2;0;1;46488637188
35;Sim;0;2;2;1;9;0;2;0;5;1;18;18;2;4;35983806995
38;Não;1;1;0;0;5;1;2;1;4;0;11;7;3;4;79854344074
34;Não;0;0;3;0;13;4;11;1;14;1;11;2;11;14;36286735525
28;Não;1;2;0;1;9;0;3;1;5;0;11;26;4;5;50851641394
31;Sim;1;2;1;0;12;3;2;1;10;1;15;22;7;10;31613574616
39;Não;1;2;0;1;12;0;4;3;8;1;12;21;4;5;16766839745
51;Não;1;2;2;1;21;0;2;2;14;0;11;2;2;4;99923262931
41;Não;0;1;0;0;10;1;2;3;12;0;14;22;3;6;97175088855
37;Não;1;2;0;0;5;1;4;7;8;3;15;4;3;6;3146126715
33;Não;1;2;0;1;19;0;4;6;8;3;13;5;2;5;72959668387
32;Não;1;2;2;1;8;0;2;0;4;3;13;2;2;3;35530096984
39;Não;1;2;0;0;21;4;4;3;13;2;21;25;5;6;1691531880
25;Não;1;2;0;1;12;0;2;2;6;3;11;18;2;3;72493468166
52;Não;0;2;1;0;26;3;3;2;24;2;11;28;2;5;9603843418
43;Não;0;0;1;0;8;1;7;1;20;0;14;6;8;20;45738146912
27;Não;0;2;2;1;11;0;2;1;6;0;11;10;4;6;47796292778
27;Sim;0;0;0;0;4;1;2;1;8;1;13;17;7;8;19590736245
26;Não;1;0;1;0;7;1;3;0;5;3;12;2;1;4;22476595210
42;Não;0;2;5;2;30;5;7;0;21;0;14;10;9;20;39843044539
52;Não;0;2;4;0;5;2;4;9;12;1;13;8;4;5;26694562373
37;Não;0;0;1;0;7;2;2;4;8;0;18;11;2;3;66335015159
35;Não;1;0;0;0;18;3;2;2;10;2;11;18;2;2;71963452989
25;Não;1;2;3;0;6;2;2;4;7;0;11;1;2;3;87105631831
26;Não;1;0;4;0;7;2;7;0;8;0;12;7;7;7;63064267069
29;Não;1;0;4;2;15;8;9;1;10;0;13;17;9;10;99456334126
49;Sim;1;0;0;0;8;2;3;3;20;2;20;28;3;4;54847488732
29;Sim;0;0;4;0;15;4;7;0;9;3;12;14;7;8;89248068458
54;Não;0;0;1;0;30;7;7;6;29;0;19;1;7;20;19660329765
58;Não;0;2;1;0;30;7;8;3;32;0;21;1;5;9;40115426833
55;Não;1;1;1;0;29;7;7;2;31;1;13;1;0;7;37113708620
36;Não;0;0;2;1;18;0;4;3;15;1;16;3;1;5;83706743724
31;Sim;0;0;0;1;2;6;0;1;1;1;12;1;0;1;76609597041
30;Não;0;1;2;1;9;0;2;7;8;1;14;7;2;3;10573654249
31;Não;0;0;0;0;30;7;2;3;9;4;11;8;0;3;77698090443
34;Não;1;1;4;0;5;1;3;5;10;1;14;1;3;4;57135760586
31;Sim;0;0;0;0;2;1;0;1;1;0;12;8;0;1;49649104057
27;Não;1;2;0;0;4;2;0;0;6;3;14;11;4;5;89497031897
36;Não;1;0;0;0;11;2;4;1;10;1;16;4;8;10;25330942975
36;Não;0;2;2;1;11;0;2;4;11;1;13;16;2;3;4191770356
47;Não;1;2;3;0;6;1;5;7;17;0;12;1;2;6;73779276725
25;Sim;1;2;0;1;8;6;2;3;6;2;12;9;2;3;48734102857
37;Não;1;0;3;0;7;2;5;0;7;2;14;5;3;6;48363384153
56;Não;0;2;0;0;4;1;2;2;5;2;22;1;0;3;69498041907
47;Não;0;2;1;0;30;7;17;3;26;1;19;2;6;20;43735739338
24;Não;0;2;1;1;8;0;4;1;5;3;12;4;3;5;64474740788
32;Não;1;2;2;1;18;0;3;4;7;4;12;7;3;4;17089535572
34;Não;0;2;0;0;6;2;4;5;7;0;17;1;2;5;82337179610
41;Não;1;2;1;0;4;1;2;2;7;4;12;5;3;4;97492670173
40;Não;1;1;4;0;7;2;7;3;11;1;11;9;7;8;49696898173
31;Não;1;1;0;1;21;0;7;1;13;2;18;8;9;13;56744537361
46;Sim;1;1;2;1;20;0;7;4;28;0;11;9;3;7;50388633904
39;Sim;0;0;0;0;7;2;0;2;11;0;23;2;0;1;57727412239
31;Sim;0;0;0;0;14;3;8;1;10;4;11;1;7;10;63394581569
45;Não;1;1;1;0;21;4;7;2;24;0;18;20;7;7;51098863085
31;Não;0;0;1;2;4;8;2;9;8;2;18;8;2;3;85111222368
31;Sim;1;2;0;0;7;2;2;6;7;0;13;2;2;2;30006552892
45;Não;1;2;3;0;18;3;1;4;10;0;18;29;2;3;54700103167
48;Não;1;1;2;1;10;0;2;4;15;0;11;7;2;2;17640603137
34;Sim;0;2;3;2;5;8;2;1;2;1;15;9;2;2;63495084391
40;Não;1;1;1;0;27;7;8;2;16;3;11;8;8;9;21000749106
28;Não;1;0;1;1;16;0;4;0;6;0;18;5;3;5;16716254591
44;Não;1;0;0;0;6;2;2;3;7;0;14;5;3;5;2723224966
53;Não;1;0;1;0;30;7;8;4;35;0;12;2;8;9;20002766461
49;Não;1;2;3;0;13;4;2;2;20;1;14;5;2;3;56659842621
40;Não;1;1;1;0;4;1;1;2;8;0;14;2;2;3;53299286985
44;Não;1;0;0;0;6;1;2;1;6;0;13;20;3;5;532711064
33;Não;1;2;1;1;8;0;3;0;5;0;14;7;3;4;82815398438
34;Não;1;0;4;1;9;0;9;3;15;0;18;3;12;13;41330169407
30;Não;1;2;0;1;10;0;1;8;4;3;15;16;2;2;61511354426
42;Não;0;0;1;0;7;2;9;1;12;2;13;9;8;12;87173015062
44;Não;0;2;2;1;9;0;0;7;11;4;12;1;0;1;27336028278
30;Não;1;1;3;0;2;1;0;1;1;0;13;7;0;1;4649569710
57;Não;1;2;0;0;9;1;9;0;13;2;24;1;8;12;85154711682
49;Não;1;1;0;0;20;4;7;3;29;1;14;7;7;8;47192569708
34;Não;1;1;1;0;30;7;8;7;16;0;14;15;9;14;5692462916
28;Sim;1;2;3;1;5;6;2;3;5;0;15;1;2;3;34423051270
29;Sim;0;0;3;1;11;0;3;5;7;0;11;13;0;5;83872188022
34;Sim;0;0;1;1;9;0;9;0;16;1;23;24;10;15;16844985313
35;Não;1;2;0;1;4;6;0;1;1;3;13;7;0;1;48371539861
24;Sim;1;0;1;0;6;2;0;2;4;0;11;9;0;0;38671014347
24;Não;0;2;0;1;4;6;0;1;1;2;13;13;0;1;22908737819
44;Não;1;0;1;0;20;3;2;5;16;3;18;2;2;2;31353278326
29;Não;1;1;0;1;17;0;7;1;10;0;14;19;4;10;15855419848
30;Não;1;1;0;2;4;8;3;0;6;0;21;1;3;5;56300332028
55;Não;1;2;0;0;8;4;2;0;4;1;16;4;2;3;58204646978
33;Não;0;2;1;0;7;2;4;8;8;1;11;4;2;5;17086234287
47;Não;0;2;1;1;9;0;4;3;11;0;17;14;2;5;55738226224
28;Sim;1;0;1;0;5;2;0;7;8;2;11;2;0;0;64031589325
28;Não;1;1;0;0;3;1;0;1;1;0;14;1;0;1;63980663636
28;Não;1;0;0;1;9;0;2;0;5;0;14;7;3;4;68546743283
49;Não;0;2;1;0;9;2;2;4;10;2;25;3;2;3;27849836848
29;Não;0;2;0;0;6;2;2;0;4;3;13;2;2;3;3812427888
28;Não;1;2;0;0;13;3;6;1;8;3;14;29;7;8;7467465850
33;Não;1;0;0;0;12;4;0;2;14;4;17;8;0;0;72668254224
32;Não;1;0;1;0;22;5;2;2;10;0;25;10;0;5;99114920240
54;Não;0;1;1;0;30;5;9;3;26;1;20;11;12;14;4987903492
29;Sim;1;0;3;0;4;1;7;6;11;1;13;1;7;9;45472801551
44;Não;1;2;0;0;30;7;6;3;24;0;13;28;17;20;37686370734
39;Não;0;0;0;0;16;3;0;4;9;0;18;6;2;2;18989185648
46;Não;0;2;0;1;30;5;12;8;23;0;12;3;1;13;85384065941
35;Não;0;0;0;0;17;4;8;1;11;0;19;16;3;11;43196626697
23;Não;1;0;0;0;4;2;3;0;5;3;14;20;2;4;40825418378
